,name,area,city,specialization,consultationfee,rating,experience,hospitalname,stories
467,Dr. Shravya G,Jubilee Hills,Hyderabad,Dermatologist,800,92,17,Anceita Skin and Hair Clinic,204
468,Dr. Ishani Chakravarty,Secunderabad,Hyderabad,Dermatologist,700,90,20,"Aviva Skin, Laser & Hair Clinic",83
469,Dr. Sajjan R Agarwal,Panjagutta,Hyderabad,Dermatologist,700,92,45,Rama Skin Clinic,319
470,Dr. Madhavi Pudi,Balkampet,Hyderabad,Dermatologist,800,91,16,Dr. Madhavis Advanced Skin Hair and Laser Clinic,562
471,Dr. Soumya Podduturi,Secunderabad,Hyderabad,Dermatologist,700,96,13,Oliva Skin & Hair Clinic,212
472,Dr. B Vijayasree,Hitech City,Hyderabad,Dermatologist,500,100,16,Medicover Hospitals,1
473,Dr. P. Madhavi Reddy,Banjara Hills,Hyderabad,Dermatologist,700,99,23,Oliva Skin & Hair Clinic,149
474,Dr. Manisha Mareddy,Gachibowli,Hyderabad,Dermatologist,800,100,7,Continental Hospitals,10
475,Dr. Meghana,Banjara Hills,Hyderabad,Dermatologist,700,99,20,Oliva Skin & Hair Clinic,142
476,Dr. Uma Chakravadhanula,Madhapur,Hyderabad,Dermatologist,700,98,29,Idea Clinics,32
477,Dr. Mallikarjun,Chanda Nagar,Hyderabad,Dermatologist,400,99,10,DIVI Speciality Clinics,78
478,Dr. Brahmananda Reddy,Banjara Hills,Hyderabad,Dermatologist,500,94,10,Vernon Skin Laser Slimming Hair Clinic,334
479,Dr. Radha Shah,Jubilee Hills,Hyderabad,Dermatologist,1000,86,28,Apollo Hospitals,14
480,Dr. Lavanya Dudi,Gachibowli,Hyderabad,Dermatologist,700,92,16,Oliva Skin and Hair Clinic,46
481,Dr. Ravali Yalamanchili,Jubilee Hills,Hyderabad,Dermatologist,700,98,10,Neya Dermatology and Aesthetics,82
482,Dr. Neena Kondapally,Gachibowli,Hyderabad,Dermatologist,800,88,15,Avah Skin Hair Aesthetics,36
483,Dr. Deepthi Atmakuri,Banjara Hills,Hyderabad,Dermatologist,900,100,9,Clinica Derm and Clinica Pain,24
484,Dr. Sruthi Gondi,Jubilee Hills,Hyderabad,Dermatologist,700,93,13,Science Of Skin,178
485,Dr. Anup Kumar Lahari,Secunderabad,Hyderabad,Dermatologist,600,87,39,Apollo Hospital,11
486,Dr. Venu Kumari,Chanda Nagar,Hyderabad,Dermatologist,500,86,18,Dr. Venus Insititue of Skin & Hair,932
487,Dr. Spoorthy Nagineni,Banjara Hills,Hyderabad,Dermatologist,1000,99,10,Ambrosia Clinic,61
488,Dr. Sirisha Yanegalla,Kondapur,Hyderabad,Dermatologist,600,96,13,Derma 360,182
489,Dr. Nataraj Perumalla,Alwal,Hyderabad,Dermatologist,500,96,19,My Skin Hair & Cosmetology Clinic,18
490,Dr. Nagaraju D,Kukatpally,Hyderabad,Dermatologist,500,89,11,Shweta Dental Skin and Hair Transplant Centre,18
491,Dr. Harika Ramisetty,Madhapur,Hyderabad,Dermatologist,600,99,14,TruSkin Dermatology Lasers and Anti-Aging Clinic,65
492,Dr. U Brahmaiah,Secunderabad,Hyderabad,Dermatologist,700,100,10,Oliva Skin & Hair Clinic,39
493,Dr. Satyanarayana Murthy Komakula,AS Rao Nagar,Hyderabad,Dermatologist,450,61,34,Apollo Clinic,17
494,Dr. S Divya,KPHB,Hyderabad,Dermatologist,700,97,11,Oliva Skin & Hair Clinic,68
495,Dr. B. Ashwini,KPHB,Hyderabad,Dermatologist,700,100,9,Oliva Skin & Hair Clinic,35
496,Dr. Sri Lakshmi Kolluri,Gachibowli,Hyderabad,Dermatologist,800,,17,Continental Hospitals,35
497,Dr. Syeda Nikhat,Banjara Hills,Hyderabad,Dermatologist,700,98,26,Skin Care,12
498,Dr. Pilli  Manasa Veena,Himayat Nagar,Hyderabad,Dermatologist,700,95,11,Oliva Skin and Hair Clinic,20
499,Dr. Anudeep,Kondapur,Hyderabad,Dermatologist,500,99,10,Neo Asian Clinics,59
500,Dr. Divya Venkumahanty Suma,Secunderabad,Hyderabad,Dermatologist,700,100,12,Oliva Skin & Hair Clinic,36
501,Dr. K Anusha,Chanda Nagar,Hyderabad,Dermatologist,500,100,9,Dr. Venus Insititue of Skin & Hair,18
502,Dr. Mounika Ketha,Manikonda,Hyderabad,Dermatologist,700,99,10,Arna Skin And Hair Clinic,126
503,Dr. Navya Sri Kadiyala,Jubilee Hills,Hyderabad,Dermatologist,700,100,13,Oliva Skin & Hair Clinic,15
504,Dr. Sushant Shetty,Jubilee Hills,Hyderabad,Dermatologist,700,100,27,Oliva Skin & Hair Clinic,6
505,Dr. Keerthi Subramaniam,Banjara Hills,Hyderabad,Dermatologist,700,100,14,Oliva Skin & Hair Clinic,31
506,Dr. Y Nikhil Kumar Reddy,Suchitra Circle,Hyderabad,Dermatologist,500,93,12,Ira  Clinic,191
507,Dr. G L Sitara,Madinaguda,Hyderabad,Dermatologist,500,98,13,Dr Sitara Advanced Skin And Hair Clinic,307
508,Dr. Deepali Marthineni,Jubilee Hills,Hyderabad,Dermatologist,500,97,10,Skin Bliss Clinic,18
509,Dr. Hima Bindu,Himayat Nagar,Hyderabad,Dermatologist,700,100,16,Oliva Skin and Hair Clinic,53
510,Dr. Prathyusha,KPHB,Hyderabad,Dermatologist,700,98,13,Oliva Skin & Hair Clinic,52
511,Dr. G. Jwalitha Reddy,Jubilee Hills,Hyderabad,Dermatologist,700,100,13,Oliva Skin & Hair Clinic,70
512,Dr. Pooja Kondadi,Banjara Hills,Hyderabad,Dermatologist,700,100,7,Oliva Skin & Hair Clinic,24
513,Dr. Anushya Shreya Baddula,Banjara Hills,Hyderabad,Dermatologist,700,97,7,Oliva Skin & Hair Clinic,34
514,Dr. Sridevi Sravya,Gachibowli,Hyderabad,Dermatologist,700,97,9,Oliva Skin and Hair Clinic,39
515,Dr. Khayati Singla,Himayat Nagar,Hyderabad,Dermatologist,700,100,13,Oliva Skin and Hair Clinic,33
516,Dr. Tishya Singh,Gachibowli,Hyderabad,Dermatologist,700,100,9,Oliva Skin and Hair Clinic,12
517,Dr. Rajeshwari,Jubilee Hills,Hyderabad,Dermatologist,750,83,20,Dr.Rajeshwaris Skin Care And Hair Restoration Centre,503
518,Dr. Varsha K L,Secunderabad,Hyderabad,Dermatologist,700,100,6,Oliva Skin & Hair Clinic,5
519,Dr. V.Shirisha,Kondapur,Hyderabad,Dermatologist,650,92,17,Shirisha Skin & Hair Clinic,86
520,Dr. Arun N,Hastinapuram,Hyderabad,Dermatologist,400,100,10,"Ak Skin, Hair & Laser Clinic",14
521,Dr. Meghana Bathina,Secunderabad,Hyderabad,Dermatologist,700,100,9,Oliva Skin & Hair Clinic,5
522,Dr. T. Sravyachandana,Jubilee Hills,Hyderabad,Dermatologist,700,100,8,Oliva Skin & Hair Clinic,12
523,Dr. Kakumanu Methini Reddy,Gachibowli,Hyderabad,Dermatologist,700,93,8,Oliva Skin and Hair Clinic,14
524,Dr. D Subhash Reddy,Habsiguda,Hyderabad,Dermatologist,500,60,24,Balaji Skin and Hair Clinic,25
525,Dr. D Pratyusha Kolanuvada,Gachibowli,Hyderabad,Dermatologist,600,100,9,My Skin Myself,7
526,Dr. Shaik Noor Fazal,Gachibowli,Hyderabad,Dermatologist,700,100,5,Oliva Skin and Hair Clinic,6
527,Dr. Archana Bhowmik,Himayat Nagar,Hyderabad,Dermatologist,700,100,10,Oliva Skin and Hair Clinic,11
528,Dr. Harini Irri,KPHB,Hyderabad,Dermatologist,700,100,7,Oliva Skin & Hair Clinic,6
529,Dr. Vaishnavi Satya,Dilsukhnagar,Hyderabad,Dermatologist,700,100,5,Oliva Skin And Hair Clinic,3
530,Dr. P. Haritha,Alwal,Hyderabad,Dermatologist,500,79,17,My Skin Hair & Cosmetology Clinic,11
531,Dr. Chadalavada Pragathi,Banjara Hills,Hyderabad,Dermatologist,700,100,6,Oliva Skin & Hair Clinic,5
532,Dr. Haritha M,Banjara Hills,Hyderabad,Dermatologist,1000,95,12,Ambrosia Clinic,18
533,Dr. Imran Ali,Tolichowki,Hyderabad,Dermatologist,500,83,12,Dermax Skin and Hair Transplant Clinic,8
534,Dr. Rajyalaxmi Konathan,Secunderabad,Hyderabad,Dermatologist,800,87,29,Apollo Hospital,12
535,Dr. K.Sowmya,Uppal,Hyderabad,Dermatologist,400,83,9,Apollo Clinic,11
536,Dr. A Yeshwanth Kumar,Kondapur,Hyderabad,Dermatologist,750,100,9,Srinidhi Multispeciality Hospital,2
537,Dr. Akhila Reddy,Jubilee Hills,Hyderabad,Dermatologist,600,,6,Stratum Skin And Hair Clinic,2
538,Dr. Sriteja Vemulapalli,Kondapur,Hyderabad,Dermatologist,600,100,11,Skin Veda,3
539,Dr. Nishant Jain,Ameerpet,Hyderabad,Dermatologist,500,100,7,"Dr. Nishant's Skin, Hair & Laser Clinic",8
540,Dr. K Tina Priscilla,Manikonda,Hyderabad,Dermatologist,550,60,22,Apollo Clinic,2
541,Dr. D.Then Mozhi,Habsiguda,Hyderabad,Dermatologist,500,,3,Smile N Glow Dental And Skin Hospital,2
542,Dr. P Sravanthi,Nacharam,Hyderabad,Dermatologist,600,,10,Prasad Hospital,16
543,Dr. Aishwarya Sivuni,Manikonda,Hyderabad,Dermatologist,500,100,8,Apollo Clinic,1
544,Dr. Saritha Thotakura,KPHB,Hyderabad,Dermatologist,600,91,7,Derma 360,20
545,Dr. Vijaya Lakshmi Chelikani,Madhapur,Hyderabad,Dermatologist,700,,8,Idea Clinics,20
546,Dr. B. Srujana,Banjara Hills,Hyderabad,Dermatologist,1000,,11,Tx Hospitals,20
547,Dr. Warisa Khan,Attapur,Hyderabad,Dermatologist,500,,5,Germanten Hospitals,20
548,Dr. Suvidha Gandra,Jubilee Hills,Hyderabad,Dermatologist,700,,6,Eternelle Aesthetics,20
549,Dr. Sruthi Alla,Madhapur,Hyderabad,Dermatologist,800,97,12,NYRA SKIN & HAIR CLINIC,314
550,Dr. Shilpa,Banjara Hills,Hyderabad,Dermatologist,500,92,19,Raghava Polyclinic,31
551,Dr. Shalini Patodiya,Lingampally,Hyderabad,Dermatologist,650,87,16,Citizens Speciality Hospitals,34
552,Dr. Chaitanya Kumar Reddy,Khajaguda,Hyderabad,Dentist,500,98,26,GC Dental World,259
553,Dr. Anil Kumar,Kondapur,Hyderabad,Dentist,150,98,20,Elysian  Aesthetics Dental Care,135
554,Dr. Preeti,Kondapur,Hyderabad,Dentist,150,94,15,Elysian  Aesthetics Dental Care,7
555,Dr. S Sreedhar Reddy,West Marredpally,Hyderabad,Dentist,400,99,24,Esthetix Dental ,108
556,Dr. Sneha Lakshmi Nagineni,Gachibowli,Hyderabad,Dentist,500,99,13,Dantam - The Dental Lounge,756
557,Dr. M Sridhar,Kondapur,Hyderabad,Dentist,300,99,23,Dental 360,276
558,Dr. Chandrashekhar Reddy,Chanda Nagar,Hyderabad,Dentist,400,95,24,Sri Sai Dental Hospital,11
559,Dr. Adusumilli Gopinath,Gachibowli,Hyderabad,Dentist,500,97,24,Winning Smiles Dental Lounge,356
560,Dr. Md Safiuddin Quraishi,Tolichowki,Hyderabad,Dentist,300,99,10,The Dental Room,108
561,Dr. K Sravani Reddy,Karkhana,Hyderabad,Dentist,300,98,12,SmilenGlow Dental and Skin Hospital,74
562,Dr. Surendra Kumar Alluri,Kokapet,Hyderabad,Dentist,500,99,28,Shambhala Dental Spa and Wholeness,393
563,Dr. Sarika P,Banjara Hills,Hyderabad,Dentist,350,99,17,The Dental Specialists,116
564,Dr. Harika,SR Nagar,Hyderabad,Dentist,200,99,9,GB Dental Hospital,109
565,Dr. K. Arjun,Tarnaka,Hyderabad,Dentist,350,98,26,Tarnaka Dental Clinic,155
566,Dr. N Srinivas,LB Nagar,Hyderabad,Dentist,200,98,21,Siri Dental-KARMANGHAT,1205
567,Dr. Syed Saood Hasan Razvi,Tolichowki,Hyderabad,Dentist,300,98,19,Denta'Glo Dental Clinic & Implant Centre,74
568,Dr. Bharat Reddy,Borabanda,Hyderabad,Dentist,250,98,25,Sai Dental Care,481
569,Dr. M. S. Sushma Susik,Mehdipatnam,Hyderabad,Dentist,500,98,32,Brite Smiles Dental Clinic,434
570,Dr. Vikas Gowd,Banjara Hills,Hyderabad,Dentist,500,99,25,Dr.Gowds Dental Hospitals,52
571,Dr. Usha Kiran,Vidyanagar,Hyderabad,Dentist,300,99,25,Dr. Smiles Dental Hospitals,318
572,Dr. Praveena,Kondapur,Hyderabad,Dentist,400,97,23,Just Smile Dental Clinic,175
573,Dr. Siva Srinivas,Malkajgiri,Hyderabad,Dentist,300,94,19,Anandbagh Super Speciality Dental Hospital,41
574,Dr. Seetharam Kumar D,Nizampet,Hyderabad,Dentist,500,99,27,Cosmedent Speciality Dental Clinic,225
575,Dr. Preeti Maurya,Nallagandla,Hyderabad,Dentist,400,99,12,Swoosh Dental,48
576,Dr. Saritha Kolanu,Banjara Hills,Hyderabad,Dentist,300,100,22,Sri The Dentist,76
577,Dr. Srikanth Guduguntla,Begumpet,Hyderabad,Dentist,300,92,26,Smile Miles Dental Hospital,95
578,Dr. Srinivas R Bogavalli,Manikonda,Hyderabad,Dentist,300,98,18,Clips & Implants Dental Studio,48
579,Dr. Anitha Ethamukkala,Banjara Hills,Hyderabad,Dentist,500,100,22,Vistadent Dental Clinic,31
580,Dr. Kishore. M.S.V,Madinaguda,Hyderabad,Dentist,500,100,22,Kishore's Dental Clinic,54
581,Dr. Sudha Chitumalla,Banjara Hills,Hyderabad,Dentist,400,98,24,Tooth Needs Speciality Dental Care,33
582,Dr. Sudha Chitumalla,Banjara Hills,Hyderabad,Dentist,400,98,24,Tooth Needs Speciality Dental Care,33
583,Dr. Phani Kumar,Secunderabad,Hyderabad,Dentist,200,97,30,Sri Dental Clinic,184
584,Dr. Mohan Rayapudi,Kukatpally,Hyderabad,Dentist,300,100,13,Dr. Mohan's Dental Care,54
585,Dr. Swetha Moravineni,Kondapur,Hyderabad,Dentist,250,100,7,Ekadanta Dental Care,264
586,Dr. Sahaja Reddy,Mansoorabad,Hyderabad,Dentist,350,99,12,Sahaja Dental Clinic,110
587,Dr. Sana Fatima,Tolichowki,Hyderabad,Dentist,300,100,7,The Dental Room,2
588,Dr. Nikhil Saran,Madhapur,Hyderabad,Dentist,500,98,16,Vista Dental Studio,1016
589,Dr. Anargha Krishnadas,Chanda Nagar,Hyderabad,Dentist,400,94,12,Smile Again Multispeciality Dental Care,17
590,Dr. Venkatesh,Srinagar Colony,Hyderabad,Dentist,500,98,18,VDentis Dental Care,102
591,Dr. Anwesh Ganapurapu,Kondapur,Hyderabad,Dentist,300,98,14,Urban Dental Wellness,31
592,Dr. Yashvanth Bethapudi,Ramkoti,Hyderabad,Dentist,300,99,13,Dr Smiles Dental Clinic Ramkote,368
593,Dr. Aditya Sandeep Kodati,Domalguda,Hyderabad,Dentist,400,98,16,Anita Krishna Dental Clinic,63
594,Dr. Naresh Kumar V,Nallakunta,Hyderabad,Dentist,300,99,18,Viva Smilez Dental Hospital,161
595,Dr. Ershad,Madinaguda,Hyderabad,Dentist,300,100,15,Star Multi Speciality Dental Clinic,36
596,Dr. M Shylaja,AS Rao Nagar,Hyderabad,Dentist,500,95,11,KJS Dental Hospital,114
597,Dr. Santhosh Reddy Duliganti,Manikonda,Hyderabad,Dentist,500,97,19,DSR Sri Balaji Multispeciality Laser Dental Hospital and Implant Centre,24
598,Dr. Pradeep Raj K,Kukatpally,Hyderabad,Dentist,400,96,13,Ethos Dental,101
599,Dr. Akula Lakshmi Prasanna,Kukatpally,Hyderabad,Dentist,300,100,6,Danta Vaidhya - The Dental Studio,143
600,Dr. Arvind Nahata,Himayat Nagar,Hyderabad,Dentist,375,99,11,Diamond Multispeciality Dental Clinic,175
601,Dr. Prashanth Marka,Vanasthalipuram,Hyderabad,Dentist,500,96,15,Prashanth Dental world class Dental centre,42
602,Dr. Abdul Gaffar Mahkri,Mehdipatnam,Hyderabad,Dentist,300,98,11,Revive Dental Clinic and Implant Center,73
603,Dr. J. Jyothirmai Reddy,Kondapur,Hyderabad,Dentist,500,100,19,Giggles Dental Care,71
604,Dr. Lavanya B,Madhapur,Hyderabad,Dentist,400,93,17,Dr. Lavanya Dental & Implant Centre,97
605,Dr. Mohan Krishna Badisa,KPHB,Hyderabad,Dentist,300,98,11,MK Dental,42
606,Dr. Arjun Thiruvaipati,Nallagandla,Hyderabad,Dentist,300,100,11,Mulberry Super Speciality Dental and Gynecology,18
607,Dr. Pavani K Reddy,Gachibowli,Hyderabad,Dentist,500,95,11,Dental Planet Elite,63
608,Dr. Tanuja,Karkhana,Hyderabad,Dentist,1000,99,24,Pearly Teeth Superspeciality Dental Hospital,8
609,Dr. S.Narendra,Hitech City,Hyderabad,Dentist,300,100,10,Solitaire Family Dentistry,16
610,Dr. Kanika Gupta,Tolichowki,Hyderabad,Dentist,300,100,11,Dent-O-Health,84
611,Dr. Keerti D Pratap,Chanda Nagar,Hyderabad,Dentist,500,100,24,ISHAA SKIN AND HAIR AND KRUTIKA DENTAL CLINIC,34
612,Dr. M.Manjula,Padmarao Nagar,Hyderabad,Dentist,500,97,31,Teethmate Speciality Dental Clinic,77
613,Dr. Afsar Shareef S.N.H,Gachibowli,Hyderabad,Dentist,700,100,23,Continental Hospitals,10
614,Dr. Mani Deepika Palabatla,Madhapur,Hyderabad,Dentist,500,100,8,Vista Dental Studio,1
615,Dr. Shashidhar,Miyapur,Hyderabad,Dentist,300,100,19,Om Sai Dental Clinic,5
616,Dr. K Prabhuvani,Tarnaka,Hyderabad,Dentist,300,96,20,Tarnaka Dental Clinic,26
617,Dr. Sneha Reddy,Jubilee Hills,Hyderabad,Dentist,250,97,12,U Shine Dental Care and Orthodontics,36
618,Dr. K. Swetha,Kondapur,Hyderabad,Dentist,500,99,20,Sunshine Dental Centre,123
619,Dr. D V Suneetha Devi,Nizampet,Hyderabad,Dentist,500,98,19,Cosmedent Speciality Dental Clinic,116
620,Dr. Ruthika Patil,Banjara Hills,Hyderabad,Dentist,350,95,11,The Dental Specialists,19
621,Dr. Monica P,Kukatpally,Hyderabad,Dentist,400,100,8,Ethos Dental,
622,Dr. K.Praveen Kumar Reddy,Tarnaka,Hyderabad,Dentist,300,100,21,Lakshmi Multi Specialty Dental Hospital,8
623,Dr. Satya Pavan Pakala,Medipally,Hyderabad,Dentist,300,99,16,Satya Multispecialty Dental Clinic & Implant Centre,72
624,Dr. Naveen Kumar Reddy Kolli,BHEL,Hyderabad,Dentist,300,100,12,Anasuyas City Smiles,17
625,Dr. Ashwin Deshpande,Nanakramguda,Hyderabad,Dentist,500,100,20,Finedent Dental Clinics,5
626,Dr. Manisha Patnaik,Gachibowli,Hyderabad,Dentist,600,,12,Continental Hospitals,5
627,Dr. Sahithi.Dathar,Manikonda,Hyderabad,Dentist,300,100,11,Dent Inn Dental & Implant Centre,3
628,Dr. Sumeet Singh,Chanda Nagar,Hyderabad,Dentist,400,100,13,Smile Again Multispeciality Dental Care,12
629,Dr. Yamini Mannava,Madinaguda,Hyderabad,Dentist,300,100,11,Capital Dental Care,31
630,Dr. Vivek Matmari,Kachiguda,Hyderabad,Dentist,600,100,20,V Care N Cure multi-speciality Dental Clinic,7
631,Dr. K.Vikasini,Manikonda,Hyderabad,Dentist,300,100,16,The Smile's Centre,10
632,Dr. Anoop Chowdary,Chanda Nagar,Hyderabad,Dentist,400,97,14,Expert Dental Care,18
633,Dr. Sri Sujan Suryadevara,Sanath Nagar,Hyderabad,Dentist,300,99,15,S S Dental Care,59
634,Dr. Sudhakar K,Manikonda,Hyderabad,Dentist,300,100,10,AK Dental,121
635,Dr. Deepesh Singh,Kondapur,Hyderabad,Dentist,500,99,20,Giggles Dental Care,141
636,Dr. Dinesh.P,Karkhana,Hyderabad,Dentist,300,95,17,OutLook Dental,32
637,Dr. Kalyani Guduguntla,Begumpet,Hyderabad,Dentist,300,89,23,Smile Miles Dental Hospital,5
638,Dr. Ravi Perika,Dilsukhnagar,Hyderabad,Dentist,200,100,10,Siri Dental Hospital,11
639,Dr. Srikar Mane,Kondapur,Hyderabad,Dentist,450,100,11,SS Tooth Bud Kids & Adult Dental Care,3
640,Dr. B.Imran Khan,Banjara Hills,Hyderabad,Dentist,350,100,15,The Dental Specialists,27
641,Dr. Harshini,LB Nagar,Hyderabad,Dentist,200,98,11,Siri Dental-KARMANGHAT,40
642,Dr. Seshasaina Reddy,Madhapur,Hyderabad,Homoeopath,500,97,22,Vira's Homeopathy,300
643,Dr. Satish Erra,Dilsukhnagar,Hyderabad,Homoeopath,500,98,14,Dr. Satish Erra's Homeopathy Clinic,581
644,Dr. Subhash Chander,Jeedimetla,Hyderabad,Homoeopath,700,94,51,New Life Speciality Homeo Care,223
645,Dr. M R Madhavi,Trimulgherry,Hyderabad,Homoeopath,300,97,31,Dr. Madhavi's Homeo Clinic,82
646,Dr. Ravinder Raju,Kukatpally,Hyderabad,Homoeopath,300,71,25,Positive Homeopathy,4
647,Dr. Nikhil Chandoori,KPHB,Hyderabad,Homoeopath,300,94,14,Radical Homeopathy,184
648,Dr. Panchagnula Satyanarayana Murthy,Kachiguda,Hyderabad,Homoeopath,300,100,30,Positive Homeopathy,59
649,Dr. Prashant K Vaidya,KPHB,Hyderabad,Homoeopath,500,95,14,Spiritual Homoeopathy Clinic,860
650,Dr. B.Suresh Buddha,Kukatpally,Hyderabad,Homoeopath,300,86,17,Positive Homeopathy,3
651,Dr. Swetha Srinivas Reddy,Chanda Nagar,Hyderabad,Homoeopath,300,99,16,Shreshtaa Homoeo Clinic,174
652,Dr. Sandhya,Manikonda,Hyderabad,Homoeopath,500,96,20,Unique Homeopathy and Diet Clinic,23
653,Dr. Sai Vivek Areti,Nizampet,Hyderabad,Homoeopath,400,99,9,Shanti Homeo Global Clinics,165
654,Dr. Dubashi Ramesh,Trimulgherry,Hyderabad,Homoeopath,300,75,42,Dr.Dubashi Ramesh Homeopathy,3
655,Dr. Chetan Raj,Begumpet,Hyderabad,Homoeopath,51,97,12,Dr. Chetan's Homeo Clinics,314
656,Dr. Radhika Reddy,Madhapur,Hyderabad,Homoeopath,500,98,14,Vira's Homeopathy,4
657,Dr. Pavan Kumar,Ameerpet,Hyderabad,Homoeopath,300,100,18,Positive Homeopathy,5
658,Dr. Venkataramana,AS Rao Nagar,Hyderabad,Homoeopath,300,100,15,Positive Homeopathy,10
659,Dr. Shyam Kumar Longoju,Manikonda,Hyderabad,Homoeopath,500,100,19,DLS homoeopathy Advanced Cancer care,8
660,Dr. Lokeswar,LB Nagar,Hyderabad,Homoeopath,300,100,12,Positive Homeopathy,5
661,Dr. Vidya Lakshmi I,Sanath Nagar,Hyderabad,Homoeopath,500,91,14,Sri Chaitanya's Curewell Homeopathy,24
662,Dr. Neeraja,Jubilee Hills,Hyderabad,Homoeopath,499,100,30,Positive Homeopathy,2
663,Dr. Indira A,LB Nagar,Hyderabad,Homoeopath,300,100,20,Positive Homeopathy,16
664,Dr. Ayesha Naaz,Tolichowki,Hyderabad,Homoeopath,300,94,10,Dani Homeo Clinic,16
665,Dr. Vipun Kumar Reddy,Dilsukhnagar,Hyderabad,Homoeopath,300,100,24,AIS Healthcare LLP,1
666,Dr. Chandana,AS Rao Nagar,Hyderabad,Homoeopath,300,92,19,Positive Homeopathy,12
667,Dr. Kalakonda V Bhavana,KPHB,Hyderabad,Homoeopath,500,100,4,Spiritual Homoeopathy Clinic,7
668,Dr. Vishal Verenkar,Dilsukhnagar,Hyderabad,Homoeopath,300,,23,AIS Healthcare LLP,7
669,Dr. Preetha Nair,AS Rao Nagar,Hyderabad,Homoeopath,400,100,28,Homeomantra,66
670,Dr. Jagadeesh Babu,Banjara Hills,Hyderabad,Homoeopath,1000,83,19,Sreeya Homoeopathy Stores and Clinic Counselling Center,20
671,Dr. Anubha,Masab Tank,Hyderabad,Homoeopath,500,90,23,Dr Anubha's Homeo Clinic,34
672,Dr. C.V. Swamy,Kachiguda,Hyderabad,Homoeopath,500,,33,Cvs Homoeo Clinic,15
673,Dr. Prasanthi,Kondapur,Hyderabad,Homoeopath,550,100,12,Shanthi's Homoeo Care ,6
674,Dr. HImabindu Divvela,Kukatpally,Hyderabad,Homoeopath,300,100,20,Positive Homeopathy,1
675,Dr. Naveen Kumar Boggarapu,Hastinapuram,Hyderabad,Homoeopath,500,100,21,Homeo Health,1
676,Dr. AM Reddy,Mehdipatnam,Hyderabad,Homoeopath,1500,89,25,Positive Homeopathy,13
677,Dr. Sayed Irfan Ali,Tolichowki,Hyderabad,Homoeopath,450,,17,Dr Batra's Positive Health Clinic Pvt Ltd,13
678,Dr. Komal Sharma,Begumpet,Hyderabad,Homoeopath,51,99,11,Dr. Chetan's Homeo Clinics,47
679,Dr. Swati Maheshwari,Kukatpally,Hyderabad,Homoeopath,450,86,29,Dr Batra's Positive Health Clinic Pvt Ltd,7
680,Dr. Chandrakanth P,Gachibowli,Hyderabad,Homoeopath,300,100,24,AIS Clinic,
681,Dr. N. Gowrishankar,Serilingampally,Hyderabad,Homoeopath,150,100,15,Universal Homoeopathy and stores,1
682,Dr. Vijendra Reddy,Mehdipatnam,Hyderabad,Homoeopath,300,,20,Positive Homeopathy,12
683,Dr. Ravi Kumar M,Secunderabad,Hyderabad,Homoeopath,300,,15,Dr. Ravi's Vaibhav Homeopathy,12
684,Dr. E Sreehari Babu,Mehdipatnam,Hyderabad,Homoeopath,300,,17,Positive Homeopathy,12
685,Dr. Ravi Kant Kaushik,Dilsukhnagar,Hyderabad,Homoeopath,450,,12,Dr Batra's Positive Health Clinic Pvt Ltd,12
686,Dr. Tripathy Sanjita,Park Street,Kolkata,Dermatologist,700,94,17,Oliva Skin & Hair Clinic,34
687,Dr. Reeja Mariam George,Park Street,Kolkata,Dermatologist,700,97,15,Oliva Skin & Hair Clinic,72
688,Dr. Debatri Datta,Salt Lake,Kolkata,Dermatologist,700,98,8,Oliva Skin & Hair Clinic,122
689,Dr. Barnali Dutta,Jodhpur Park,Kolkata,Dermatologist,700,94,27,Oliva Skin & Hair Clinic,101
690,Dr. Avik Ghosh,Park Street,Kolkata,Dermatologist,700,93,9,Oliva Skin & Hair Clinic,30
691,Dr. Farhat Fatima,Jodhpur Park,Kolkata,Dermatologist,700,100,7,Oliva Skin & Hair Clinic,17
692,Dr. Rajendrani Mazumder,Salt Lake,Kolkata,Dermatologist,700,100,7,Oliva Skin & Hair Clinic,7
693,Dr. Nidhi jindal,Salt Lake,Kolkata,Dermatologist,700,97,18,Oliva Skin & Hair Clinic,56
694,Dr. Vivekananda Majumdar,Tangra,Kolkata,Dermatologist,1300,54,44,Dr. Vivek Majumdar Clinic,6
695,Dr. Mayank Lagoo,Salt Lake,Kolkata,Dermatologist,700,80,5,Oliva Skin & Hair Clinic,4
696,Dr. Soumya Kanti Datta,Park Street,Kolkata,Dermatologist,600,50,5,La Derma Skin & Hair Clinic,
697,Dr. Subhadeep Mallick,Minto Park,Kolkata,Dermatologist,700,100,6,Purnam Clinic,
698,Dr. Dipankar De,Bhawanipore,Kolkata,Dermatologist,1500,,13,Samaritan Diagnostics,
699,Dr. Shrayan Pal,Minto Park,Kolkata,Dermatologist,700,,8,Purnam Clinic,
700,Dr. Sudip Sarkar,Minto Park,Kolkata,Dermatologist,700,,4,Purnam Clinic,
701,Dr. Niraj Jain,Gokhel Road,Kolkata,Dermatologist,500,94,13,Dr. Jain Skin & Hair Care Clinic,95
702,Dr. Aarti Sarda,Dhakuria,Kolkata,Dermatologist,1000,91,16,AMRI Hospitals,100
703,Dr. Amanur Rahaman,Mukundapur,Kolkata,Dermatologist,1000,75,20,AMRI Hospitals,9
704,Dr. Ashwini S Tatawati,Park Street,Kolkata,Dermatologist,700,100,6,Oliva Skin & Hair Clinic,60
